Test Type,RMSE,DTW avg values
Beef with 17 segments for 2 permutations and nobottleneck,0.692414371876804,68.4740942547722
Beef with 17 segments for 3 permutations and nobottleneck,0.534358968611514,59.8612539847671
Beef with 17 segments for 4 permutations and nobottleneck,0.630200249941948,59.3784535876225
Beef with 17 segments for 5 permutations and nobottleneck,0.544845664414741,59.2102499776476
Beef with 17 segments for 6 permutations and nobottleneck,0.515467541411517,49.8787240744737
Beef with 17 segments for 7 permutations and nobottleneck,0.493857215291287,52.4790839523044
Beef with 17 segments for 8 permutations and nobottleneck,0.557123864573906,57.5118216942091
Beef with 17 segments for 9 permutations and nobottleneck,0.446598847030844,42.7066723967966
Beef with 17 segments for 10 permutations and nobottleneck,0.522483486020258,50.3902266635579
Beef with 17 segments for 11 permutations and nobottleneck,0.348944536213907,42.5407375358199
Beef with 17 segments for 12 permutations and nobottleneck,0.415610790919445,43.3942252541378
Beef with 17 segments for 13 permutations and nobottleneck,0.440655758529819,45.0825771137031
Beef with 17 segments for 14 permutations and nobottleneck,0.412227121534926,41.2435105190324
Beef with 17 segments for 15 permutations and nobottleneck,0.415481172883914,43.7311986192816
Beef with 17 segments for 16 permutations and nobottleneck,0.461158619645688,43.848188074817
Beef with 17 segments for 17 permutations and nobottleneck,0.313150590670926,33.4919960560117
Beef with 18 segments for 1 permutations and bottleneck,0.789844420843532,76.2009474584951
Beef with 18 segments for 1 permutations and nobottleneck,0.743859254219094,76.9449728946357
Beef with 18 segments for 2 permutations and nobottleneck,0.710892479080426,69.8659406797688
Beef with 18 segments for 3 permutations and nobottleneck,0.584353779860388,54.2698289326637
Beef with 18 segments for 4 permutations and nobottleneck,0.574411217660995,58.0288559285113
Beef with 18 segments for 5 permutations and nobottleneck,0.575308116127607,52.7408092224441
Beef with 18 segments for 6 permutations and nobottleneck,0.490314831103492,46.793578102519
Beef with 18 segments for 7 permutations and nobottleneck,0.476746030804803,52.3317629187987
Beef with 18 segments for 8 permutations and nobottleneck,0.595626163314967,48.895773481017
Beef with 18 segments for 9 permutations and nobottleneck,0.392231670369041,38.7562763872327
Beef with 18 segments for 10 permutations and nobottleneck,0.460664841837915,44.3523610960524
Beef with 18 segments for 11 permutations and nobottleneck,0.384837860490399,53.3120400516606
Beef with 18 segments for 12 permutations and nobottleneck,0.406254761389077,47.1769774813618
Beef with 18 segments for 13 permutations and nobottleneck,0.424116778191504,43.0147510466471
Beef with 18 segments for 14 permutations and nobottleneck,0.45809171621175,40.3963873044342
Beef with 18 segments for 15 permutations and nobottleneck,0.396385363897568,38.4468957045114
Beef with 18 segments for 16 permutations and nobottleneck,0.383506049616369,40.5181567275609
Beef with 18 segments for 17 permutations and nobottleneck,0.364736605554284,39.1875724023755
Beef with 18 segments for 18 permutations and nobottleneck,0.38398873088838,38.3239612054801
Beef with 19 segments for 1 permutations and bottleneck,0.726886925595662,75.9264153643972
Beef with 19 segments for 1 permutations and nobottleneck,0.741295664734794,76.9091110613419
Beef with 19 segments for 2 permutations and nobottleneck,0.659576414878573,66.2672189802153
Beef with 19 segments for 3 permutations and nobottleneck,0.580604713352558,55.0602568633257
Beef with 19 segments for 4 permutations and nobottleneck,0.57444807267329,54.7529565989593
Beef with 19 segments for 5 permutations and nobottleneck,0.504372022423914,52.8132970847857
Beef with 19 segments for 6 permutations and nobottleneck,0.442450849517837,45.0876892121757
Beef with 19 segments for 7 permutations and nobottleneck,0.428487854443145,46.2843464152971
Beef with 19 segments for 8 permutations and nobottleneck,0.476595946355589,47.7247118921028
Beef with 19 segments for 9 permutations and nobottleneck,0.493130546925276,47.9743792359483
Beef with 19 segments for 10 permutations and nobottleneck,0.385714981183251,41.3285053928141
Beef with 19 segments for 11 permutations and nobottleneck,0.344380042405365,41.5857944842013
Beef with 19 segments for 12 permutations and nobottleneck,0.369967400211323,34.7805813962241
Beef with 19 segments for 13 permutations and nobottleneck,0.432048645553712,48.5673645650139
Beef with 19 segments for 14 permutations and nobottleneck,0.357956151714339,38.5751661825383
Beef with 19 segments for 15 permutations and nobottleneck,0.319088581643868,34.9832747761092
Beef with 19 segments for 16 permutations and nobottleneck,0.390441660765694,39.6494304767634
Beef with 19 segments for 17 permutations and nobottleneck,0.330447694039249,34.6642867430001
Beef with 19 segments for 18 permutations and nobottleneck,0.339151262506413,32.7024458743569
Beef with 19 segments for 19 permutations and nobottleneck,0.297316913299088,28.6113281116923
Beef with 20 segments for 1 permutations and bottleneck,0.692185808817905,78.6453350317222
Beef with 20 segments for 1 permutations and nobottleneck,0.650404768986502,61.2290394319461
Beef with 20 segments for 2 permutations and nobottleneck,0.589713256313059,58.37972033654
Beef with 20 segments for 3 permutations and nobottleneck,0.537660411574068,54.2758152328084
Beef with 20 segments for 4 permutations and nobottleneck,0.487257637038374,49.5224482536204
Beef with 20 segments for 5 permutations and nobottleneck,0.477882473312614,49.3860572787435
Beef with 20 segments for 6 permutations and nobottleneck,0.481251875693899,45.6815084679847
Beef with 20 segments for 7 permutations and nobottleneck,0.505953044358553,47.2880758411053
Beef with 20 segments for 8 permutations and nobottleneck,0.410364977430646,42.6310160402572
Beef with 20 segments for 9 permutations and nobottleneck,0.435082741544063,40.0222821331331
Beef with 20 segments for 10 permutations and nobottleneck,0.425782715218084,43.9661025644588
Beef with 20 segments for 11 permutations and nobottleneck,0.381037396142663,42.2428641080613
Beef with 20 segments for 12 permutations and nobottleneck,0.383850922065002,44.3402788692966
Beef with 20 segments for 13 permutations and nobottleneck,0.365006578679062,40.2362874132699
Beef with 20 segments for 14 permutations and nobottleneck,0.383282289586724,40.6752494544842
Beef with 20 segments for 15 permutations and nobottleneck,0.353257645753373,40.2190783472531
Beef with 20 segments for 16 permutations and nobottleneck,0.415492172898092,39.1571003592248
Beef with 20 segments for 17 permutations and nobottleneck,0.353932981931086,37.5163165337193
Beef with 20 segments for 18 permutations and nobottleneck,0.362114749124771,34.3969380313948
Beef with 20 segments for 19 permutations and nobottleneck,0.321967425668631,32.6050045347713
Beef with 20 segments for 20 permutations and nobottleneck,0.348074836986884,35.5178611177209
Beef with 21 segments for 1 permutations and bottleneck,0.657969506005144,79.4975938782633
Beef with 21 segments for 1 permutations and nobottleneck,0.628418282047859,68.564526049762
Beef with 22 segments for 1 permutations and bottleneck,0.697269197087683,73.5434219290497
Beef with 22 segments for 1 permutations and nobottleneck,0.643338373609929,64.0683901913948
Beef with 23 segments for 1 permutations and bottleneck,0.645948199149946,66.1459236813782
Beef with 23 segments for 1 permutations and nobottleneck,0.577324898546514,64.080466917661
Beef with 24 segments for 1 permutations and bottleneck,0.562733977302502,60.5340770431715
Beef with 24 segments for 1 permutations and nobottleneck,0.584312080877674,61.9971601093669
Beef with 25 segments for 1 permutations and bottleneck,0.68278954751094,88.4462945629433
Beef with 25 segments for 1 permutations and nobottleneck,0.576730099900639,62.5292330281762
Beef with 26 segments for 1 permutations and bottleneck,0.627136266615588,65.9648098702165
Beef with 26 segments for 1 permutations and nobottleneck,0.587057705790931,59.154058479635
Beef with 27 segments for 1 permutations and bottleneck,0.616226958151324,67.0449163890075
Beef with 27 segments for 1 permutations and nobottleneck,0.527856068789601,54.1902481162381
Beef with 28 segments for 1 permutations and bottleneck,0.56279551051527,65.8252031050297
Beef with 28 segments for 1 permutations and nobottleneck,0.483325952799638,47.8287569366799
Beef with 29 segments for 1 permutations and bottleneck,0.578614726096669,52.5960197338757
Beef with 29 segments for 1 permutations and nobottleneck,0.540445026906676,52.5053282590198
Beef with 30 segments for 1 permutations and bottleneck,0.604005324723624,65.9183563163515
Beef with 30 segments for 1 permutations and nobottleneck,0.50619522628899,49.7471255573123
Beef with 31 segments for 1 permutations and bottleneck,0.57891538680179,83.7827635819323
Beef with 31 segments for 1 permutations and nobottleneck,0.458625927789843,51.0316507290407
Beef with 32 segments for 1 permutations and bottleneck,0.551273089282854,73.0995509147299
Beef with 32 segments for 1 permutations and nobottleneck,0.458297171370219,49.4617123810209
Beef with 33 segments for 1 permutations and bottleneck,0.638431397175304,58.443112570999
Beef with 33 segments for 1 permutations and nobottleneck,0.440427272339197,47.7007446244563
Beef with 34 segments for 1 permutations and bottleneck,0.526762423137981,55.5217384136744
Beef with 34 segments for 1 permutations and nobottleneck,0.404676874943688,41.7089337270073
Beef with 35 segments for 1 permutations and bottleneck,0.470762275521365,52.6658465546164
Beef with 35 segments for 1 permutations and nobottleneck,0.434058626059019,47.0589476847924
Beef with 36 segments for 1 permutations and bottleneck,0.513730942025731,56.7297103322775
Beef with 36 segments for 1 permutations and nobottleneck,0.406012081457,47.5893712627816
Beef with 37 segments for 1 permutations and bottleneck,0.506121101514236,49.7558579675707
Beef with 37 segments for 1 permutations and nobottleneck,0.428602733572706,41.8885022658495
Beef with 38 segments for 1 permutations and bottleneck,0.529085716748599,69.1601969150263
Beef with 38 segments for 1 permutations and nobottleneck,0.341452469719174,40.0669436569895
Beef with 39 segments for 1 permutations and bottleneck,0.500284978034069,50.3928306011924
Beef with 39 segments for 1 permutations and nobottleneck,0.375253219601704,38.9770488342769
Beef with 40 segments for 1 permutations and bottleneck,0.444754226188172,47.2637520815616
Beef with 40 segments for 1 permutations and nobottleneck,0.390789168182754,37.9484298036712
ECG200 with 2 segments for 1 permutations and bottleneck,0.31215952409283,12.6780623691972
ECG200 with 2 segments for 1 permutations and nobottleneck,0.198467185360665,9.48926873535035
ECG200 with 3 segments for 1 permutations and bottleneck,0.567610257340621,20.0067840293168
ECG200 with 3 segments for 1 permutations and nobottleneck,0.507851435089204,18.1342768849256
ECG200 with 3 segments for 2 permutations and nobottleneck,0.407026250472771,15.0313984488382
ECG200 with 3 segments for 3 permutations and nobottleneck,0.393731122114111,14.1244518238369
ECG200 with 4 segments for 1 permutations and bottleneck,0.658812085607172,23.6019727781179
ECG200 with 4 segments for 1 permutations and nobottleneck,0.587619551718248,20.7452747078955
ECG200 with 4 segments for 2 permutations and nobottleneck,0.506433158633611,17.4707641132687
ECG200 with 4 segments for 3 permutations and nobottleneck,0.507000694120469,17.0433509338128
ECG200 with 4 segments for 4 permutations and nobottleneck,0.481798350421905,16.1221148620128
ECG200 with 5 segments for 1 permutations and bottleneck,0.744875010272392,24.328253556536
ECG200 with 5 segments for 1 permutations and nobottleneck,0.6777663940018,22.3232457881696
ECG200 with 5 segments for 2 permutations and nobottleneck,0.505051037027187,17.1349075767411
ECG200 with 5 segments for 3 permutations and nobottleneck,0.45237173406517,16.1145515942734
ECG200 with 5 segments for 4 permutations and nobottleneck,0.45089843850904,14.7772149081175
ECG200 with 5 segments for 5 permutations and nobottleneck,0.444280484890583,14.7482550798057
ECG200 with 6 segments for 1 permutations and bottleneck,0.655970588747495,22.2204168468832
ECG200 with 6 segments for 1 permutations and nobottleneck,0.720910767672795,22.8526555802282
ECG200 with 6 segments for 2 permutations and nobottleneck,0.490404247655168,16.7087915913767
ECG200 with 6 segments for 3 permutations and nobottleneck,0.430121299017841,15.1033123990548
ECG200 with 6 segments for 4 permutations and nobottleneck,0.394707532328174,14.8408640261161
ECG200 with 6 segments for 5 permutations and nobottleneck,0.39643767546933,14.1559266227892
ECG200 with 6 segments for 6 permutations and nobottleneck,0.393370868520092,13.2136286803686
ECG200 with 7 segments for 1 permutations and bottleneck,0.6187318634282,20.477450505203
ECG200 with 7 segments for 1 permutations and nobottleneck,0.617694997888627,20.2440181128046
ECG200 with 7 segments for 2 permutations and nobottleneck,0.481838134222798,16.6073958116397
ECG200 with 7 segments for 3 permutations and nobottleneck,0.44654054531966,15.5036228264288
ECG200 with 7 segments for 4 permutations and nobottleneck,0.407081113660082,13.7341824182457
ECG200 with 7 segments for 5 permutations and nobottleneck,0.382470085856942,12.944662417133
ECG200 with 7 segments for 6 permutations and nobottleneck,0.35931363551422,12.7039326011311
ECG200 with 7 segments for 7 permutations and nobottleneck,0.36229851097374,12.7031524679639
ECG200 with 8 segments for 1 permutations and bottleneck,0.701908809700793,25.0386401695563
ECG200 with 8 segments for 1 permutations and nobottleneck,0.587969355793146,20.9193466646396
ECG200 with 8 segments for 2 permutations and nobottleneck,0.448039120145028,15.7182964897967
ECG200 with 8 segments for 3 permutations and nobottleneck,0.430972953347888,15.0303775772841
ECG200 with 8 segments for 4 permutations and nobottleneck,0.420385315470253,13.9619341636863
ECG200 with 8 segments for 5 permutations and nobottleneck,0.384228753560272,13.2388588431864
ECG200 with 8 segments for 6 permutations and nobottleneck,0.368031739982292,12.7267508565976
ECG200 with 8 segments for 7 permutations and nobottleneck,0.362735545358863,12.1403143085665
ECG200 with 8 segments for 8 permutations and nobottleneck,0.333792580247087,12.2374393019713
ECG200 with 9 segments for 1 permutations and bottleneck,0.724536169729801,22.4393065742799
ECG200 with 9 segments for 1 permutations and nobottleneck,0.598568290584441,19.7759923272892
ECG200 with 9 segments for 2 permutations and nobottleneck,0.450839144255744,15.9970796013193
ECG200 with 9 segments for 3 permutations and nobottleneck,0.414084084515683,14.2832512922434
ECG200 with 9 segments for 4 permutations and nobottleneck,0.39750227847283,13.400138781548
ECG200 with 9 segments for 5 permutations and nobottleneck,0.394434159660178,12.8521074292496
ECG200 with 9 segments for 6 permutations and nobottleneck,0.361647384757343,12.38937055715
ECG200 with 9 segments for 7 permutations and nobottleneck,0.36239066877513,12.5013465190218
ECG200 with 9 segments for 8 permutations and nobottleneck,0.339607356418844,12.0748867500111
ECG200 with 9 segments for 9 permutations and nobottleneck,0.3332839475218,11.8797980065191
ECG200 with 10 segments for 1 permutations and bottleneck,0.607820825972506,21.139582502761
ECG200 with 10 segments for 1 permutations and nobottleneck,0.56525913052983,20.356833127602
ECG200 with 10 segments for 2 permutations and nobottleneck,0.432041328244444,16.2127472117214
ECG200 with 10 segments for 3 permutations and nobottleneck,0.417184855428238,14.7373973368338
ECG200 with 10 segments for 4 permutations and nobottleneck,0.394234041166401,13.4710404921623
ECG200 with 10 segments for 5 permutations and nobottleneck,0.392347321142441,13.1593867900122
ECG200 with 10 segments for 6 permutations and nobottleneck,0.368676974277623,12.926253482466
ECG200 with 10 segments for 7 permutations and nobottleneck,0.343799012929744,11.8951480566906
ECG200 with 10 segments for 8 permutations and nobottleneck,0.339401593433142,11.7241749021719
ECG200 with 10 segments for 9 permutations and nobottleneck,0.347785560326436,11.9593620689904
ECG200 with 10 segments for 10 permutations and nobottleneck,0.335277757029699,11.8420353125016
ECG200 with 11 segments for 1 permutations and bottleneck,0.572135599511709,19.1241238533579
ECG200 with 11 segments for 1 permutations and nobottleneck,0.504841371148247,18.4953362611545
ECG200 with 11 segments for 2 permutations and nobottleneck,0.41257569331845,15.0022290014828
ECG200 with 11 segments for 3 permutations and nobottleneck,0.403390038812328,13.6427293071218
ECG200 with 11 segments for 4 permutations and nobottleneck,0.387078407283473,13.5376754382129
ECG200 with 11 segments for 5 permutations and nobottleneck,0.366453532334272,12.5797857657062
ECG200 with 11 segments for 6 permutations and nobottleneck,0.360372128170921,12.3243356879029
ECG200 with 11 segments for 7 permutations and nobottleneck,0.333127883196405,12.1172537531565
ECG200 with 11 segments for 8 permutations and nobottleneck,0.340867941384487,12.3189863828516
ECG200 with 11 segments for 9 permutations and nobottleneck,0.330050533876438,11.6833913262461
ECG200 with 11 segments for 10 permutations and nobottleneck,0.337161264835361,12.1353333310092
ECG200 with 11 segments for 11 permutations and nobottleneck,0.325075384860651,11.3613663168688
ECG200 with 12 segments for 1 permutations and bottleneck,0.556576176597525,19.0981798307953
ECG200 with 12 segments for 1 permutations and nobottleneck,0.530628293991957,17.8114727891032
